COUNTIES,PERSC RATE,FIP
PITKIN CO,3180.2929999999997,08097
ROOSEVELT NM,3163.5000000000005,35041
CHEYENNE NE,3163.0499999999997,31033
MARION KS,3161.1440000000002,20115
POCAHONTAS IA,3157.263,19151
LEELANAU MI,3155.3450000000003,26089
MAJOR OK,3150.777,40093
HARDEMAN TX,3122.802,48197
CHARLOTTE VA,3112.56,51037
NANTUCKET MA,3100.528,25019
MEADE SD,3088.188,46093
PEMBINA ND,3080.853,38067
ANTELOPE NE,3073.4239999999995,31003
RICE KS,3070.914,20159
UNION IN,3068.4900000000002,18161
MCCULLOCH TX,3057.872,48307
SHARKEY MS,3046.305,28125
JOHNSON IL,3042.165,17087
LAKE MI,3034.3680000000004,26085
TREMPEALEAU WI,3024.198,55121
SULLIVAN MO,3014.055,29211
KEWAUNEE WI,3003.798,55061
CUSTER SD,2987.676,46033
GREENE AL,2984.848,01063
PENDLETON WV,2975.763,54071
RICHARDSON NE,2972.97,31147
YELLOW MEDICINE MN,2970.954,27173
RINGGOLD IA,2970.658,19159
CHOCTAW MS,2963.81,28019
NESS KS,2961.75,20135
HANCOCK IL,2957.236,17067
CLOUD KS,2952.096,20029
TUNICA MS,2937.7599999999998,28143
TAYLOR WI,2929.3920000000003,55119
PULASKI IL,2928.915,17153
CEDAR IA,2924.439,19031
NORTHAMPTON NC,2922.4500000000003,37131
LE SUEUR MN,2917.587,27079
MINERAL NV,2914.735,32021
KEARNEY NE,2903.2650000000003,31099
TUCKER WV,2899.736,54093
KEMPER MS,2873.89,28069
BIG HORN MT,2836.947,30003
TYRRELL NC,2835.2959999999994,37177
MONTGOMERY GA,2824.976,13209
CHEYENNE KS,2811.1059999999998,20023
SIBLEY MN,2794.6200000000003,27143
NEWTON TX,2786.975,48351
LIBERTY FL,2781.882,12077
JACKSON TX,2760.12,48239
HUGHES OK,2748.7529999999997,40063
CEDAR NE,2747.454,31027
CALLAHAN TX,2746.771,48059
GREGORY SD,2724.435,46053
MORTON KS,2724.111,20129
GALLATIN KY,2722.783,21077
HARLAN NE,2717.52,31083
BLAND VA,2694.12,51021
GRAYSON VA,2690.15,51077
MORRILL NE,2678.434,31123
TORRANCE NM,2674.753,35057
RICHMOND VA,2661.7850000000003,51159
CLEAR CREEK CO,2648.1,08019
WILKIN MN,2644.1820000000002,27167
FOSTER ND,2635.41,38031
ADAIR IA,2624.784,19001
TERRELL GA,2619.017,13273
LYON IA,2609.6099999999997,19119
LAKE MN,2607.045,27075
MITCHELL IA,2604.156,19131
KIOWA OK,2603.692,40075
COOSA AL,2601.772,01037
TURNER SD,2599.04,46125
ROOSEVELT MT,2585.94,30085
FOREST PA,2579.9320000000002,42053
HICKMAN KY,2571.06,21105
DICKEY ND,2513.952,38021
ZAPATA TX,2509.6829999999995,48505
CLAYTON IA,2509.507,19043
OSAGE MO,2505.16,29151
BULLOCK AL,2505.0480000000002,01011
CARBON MT,2498.925,30009
NEWTON IN,2489.152,18111
MENARD IL,2487.984,17129
PHILLIPS MT,2475.204,30071
PALO ALTO IA,2470.308,19147
HYDE NC,2463.5629999999996,37095
SHANNON MO,2457.966,29203
WESTON WY,2438.304,56045
TOOLE MT,2434.304,30101
MONROE WV,2429.3250000000003,54063
FRANKLIN AR,2426.955,05047
JACKSON MN,2422.116,27063
BACA CO,2420.756,08009
KNOX NE,2416.2799999999997,31107
VALLEY MT,2411.096,30105
RANSOM ND,2410.7160000000003,38073
MURRAY MN,2409.0359999999996,27101
NEMAHA KS,2394.054,20131
MARSHALL KS,2387.922,20117
LINCOLN GA,2384.221,13181
MERCER IL,2377.2980000000002,17131
LEWIS KY,2362.9500000000003,21135
ELLIOTT KY,2330.27,21063
VINTON OH,2316.0449999999996,39163
NORTHUMBERLAND VA,2298.05,51133
JOHNSON NE,2297.163,31097
FREMONT IA,2296.7999999999997,19071
NOBLE OH,2293.416,39121
BUTLER IA,2266.923,19023
PAWNEE KS,2264.142,20145
GARFIELD WA,2227.225,53023
MENIFEE KY,2225.727,21165
CALHOUN WV,2225.117,54013
CHICKASAW IA,2219.538,19037
PERKINS NE,2208.724,31135
WELLS ND,2189.2140000000004,38103
HOWARD IA,2188.7619999999997,19089
KIMBLE TX,2185.848,48267
SAN JUAN UT,2173.736,49037
LOUISA IA,2162.86,19115
BLAINE MT,2157.9629999999997,30005
NELSON VA,2149.92,51125
PIERCE ND,2138.5499999999997,38069
HANCOCK KY,2128.1679999999997,21091
DAVIESS MO,2127.446,29061
CASS IL,2125.725,17017
SCHUYLER IL,2125.152,17169
BAYLOR TX,2108.909,48023
DODGE MN,2093.4,27039
JEFFERSON MT,2077.5699999999997,30043
CHASE NE,2071.872,31029
CHARITON MO,2049.576,29041
BRUNSWICK VA,2045.106,51025
CUMING NE,2043.426,31039
BENTON IA,2025.955,19011
HARRIS GA,2008.4520000000002,13145
LINCOLN MN,2001.845,27081
HAAKON SD,1993.9499999999998,46055
EDWARDS KS,1989.378,20047
KINGSBURY SD,1975.6,46077
DODDRIDGE WV,1951.4880000000003,54017
MARTIN TX,1950.598,48317
LINCOLN CO,1949.7420000000002,08073
BUTTE ID,1947.75,16023
WIRT WV,1938.3929999999998,54105
ADAMS IA,1934.2740000000003,19003
MADISON MT,1926.3999999999999,30057
BENT CO,1912.911,08011
LOGAN KS,1902.714,20109
NICHOLAS KY,1897.209,21181
PIKE GA,1896.2,13231
EDMUNDS SD,1895.355,46045
ALCONA MI,1893.7099999999998,26001
ADAMS ND,1883.6,38001
JERAULD SD,1876.116,46073
SULLIVAN PA,1844.0639999999999,42113
WOODS OK,1837.737,40151
COOK MN,1835.5680000000002,27031
DUNDY NE,1823.361,31057
STANTON KS,1817.4359999999997,20187
MINERAL MT,1815.9609999999998,30061
CUMBERLAND VA,1807.6239999999998,51049
PIERCE NE,1801.296,31139
DADE MO,1791.9569999999999,29057
MASON TX,1782.2580000000003,48319
DECATUR KS,1781.01,20039
TETON MT,1776.483,30099
NUCKOLLS NE,1775.3439999999998,31129
EDDY ND,1767.851,38027
VAN BUREN IA,1753.956,19177
BROADWATER MT,1746.36,30007
MOODY SD,1742.64,46101
OSCEOLA IA,1715.904,19143
GRANT MN,1713.964,27051
KIOWA KS,1692.9,20097
MARSHALL MN,1671.1439999999998,27089
SAN MIGUEL CO,1660.3370000000002,08113
BOTTINEAU ND,1658.4479999999999,38009
RIO BLANCO CO,1650.564,08103
GARDEN NE,1644.115,31069
BLANCO TX,1634.547,48031
PERSHING NV,1634.175,32027
PUTNAM MO,1624.816,29171
WEBSTER GA,1616.34,13307
SWEET GRASS MT,1614.384,30097
UNION NM,1603.305,35059
CAVALIER ND,1595.0879999999997,38019
RUSH KS,1539.252,20165
MAHNOMEN MN,1525.4520000000002,27087
SAC IA,1516.4759999999999,19161
MERCER MO,1508.2890000000002,29129
EMMONS ND,1481.137,38029
BENTON IN,1469.6640000000002,18007
JENKINS GA,1466.244,13165
MARSHALL SD,1450.8899999999999,46091
GALLATIN IL,1448.4,17059
CROCKETT TX,1447.952,48105
MCCOOK SD,1446.774,46087
CROWLEY CO,1400.0910000000001,08025
PUTNAM IL,1394.577,17155
TRAVERSE MN,1388.3340000000003,27155
MARION GA,1387.5940000000003,13197
GOLIAD TX,1386.0980000000002,48175
KITTSON MN,1383.9560000000001,27069
NANCE NE,1379.448,31125
ONTONAGON MI,1372.8000000000002,26131
GILLIAM OR,1351.784,41021
LAMOURE ND,1343.2720000000002,38045
SHELBY MO,1340.18,29205
PERKINS SD,1337.955,46105
KEARNY KS,1335.624,20093
PAWNEE NE,1330.0169999999998,31133
KIOWA CO,1310.392,08061
WABASHA MN,1275.9930000000002,27157
GREELEY KS,1260.336,20071
LIVE OAK TX,1257.321,48297
TRAILL ND,1245.58,38097
BRACKEN KY,1245.45,21023
BOWMAN ND,1233.792,38011
POLK NE,1198.99,31143
HOLT NE,1167.772,31089
BURT NE,1162.6200000000001,31021
MCHENRY ND,1154.7450000000001,38049
CALHOUN SC,1149.6870000000001,45017
CHOUTEAU MT,1138.27,30015
SUSSEX VA,1138.2179999999998,51183
LANE KS,1120.55,20101
STEVENS KS,1107.97,20189
MELLETTE SD,1073.781,46095
GRIGGS ND,1055.263,38039
RED LAKE MN,1021.8599999999999,27125
WHEELER TX,1011.2,48483
BROWN NE,1001.745,31017
JIM HOGG TX,998.4,48247
HAMILTON KS,985.132,20075
LINCOLN ID,976.6119999999999,16063
GRANT OK,940.261,40053
GRAND ISLE VT,933.3149999999999,50013
GRAY KS,922.152,20069
CLAY GA,915.382,13061
GREER OK,902.496,40055
CHEYENNE CO,889.866,08017
CUSTER ID,884.5749999999999,16037
NELSON ND,883.853,38063
WHEATLAND MT,878.038,30107
LIBERTY MT,860.016,30051
MOUNTRAIL ND,854.145,38061
REAGAN TX,808.2900000000001,48383
WHEELER GA,801.2099999999999,13309
LAFAYETTE WI,799.92,55065
DOUGLAS SD,797.433,46043
MEAGHER MT,787.626,30059
CRAWFORD GA,781.452,13079
NORMAN MN,777.75,27107
CLEVELAND AR,771.732,05025
DUNN ND,760.928,38025
MCINTOSH ND,744.106,38051
CLARK SD,743.4639999999999,46025
CIMARRON OK,711.621,40025
RICH UT,697.723,49033
CAMDEN NC,695.488,37029
LAKE OF THE WOODS MN,676.94,27077
KINNEY TX,671.061,48271
ROCKBRIDGE VA,632.044,51163
KIDDER ND,624.96,38043
DIXON NE,586.144,31051
WALLACE KS,570.768,20199
MINER SD,551.784,46097
RENVILLE ND,549.172,38075
GLADES FL,524.818,12043
WOODRUFF AR,511.92,05147
POWDER RIVER MT,479.37,30075
DUVAL TX,468.594,48131
HETTINGER ND,447.3209999999999,38041
PRESIDIO TX,422.35200000000003,48377
ROLETTE ND,411.104,38079
DEWEY OK,405.95300000000003,40043
MOORE TN,402.256,47127
JEFFERSON KS,399.903,20087
LYMAN SD,378.1,46085
FOARD TX,356.895,48155
NORTON CITY VA,311.3,51720
GOOCHLAND VA,308.789,51075
GALAX CITY VA,301.3,51640
MARTINSVILLE CITY VA,293.5,51690
BENSON ND,273.28,38005
POPE IL,229.735,17151
FRANKLIN CITY VA,204.6,51620
DINWIDDIE VA,199.808,51053
LEXINGTON CITY VA,191.3,51678
EMPORIA CITY VA,183.4,51595
COVINGTON CITY VA,177.8,51580
SIERRA CA,165.275,06091
SALEM CITY VA,156.7,51775
SCHUYLER MO,153.78,29197
BRISTOL CITY VA,148.2,51520
COLONIAL HEIGHTS CITY VA,145.5,51570
EVANGELINE LA,144.0,22039
SAINT FRANCOIS MO,138.0,29187
WAYNESBORO CITY VA,138.0,51820
HOPEWELL CITY VA,136.4,51670
DANVILLE CITY VA,134.4,51590
RICHLAND LA,125.6,22083
WINCHESTER CITY VA,123.4,51840
SAINT LANDRY LA,121.0,22097
STAUNTON CITY VA,120.9,51790
RAPIDES LA,117.1,22079
WASHINGTON LA,112.3,22117
FREDERICKSBURG CITY VA,106.0,51630
PETERSBURG CITY VA,104.9,51730
AVOYELLES LA,101.7,22009
SAINT CLAIR AL,100.1,01115
TANGIPAHOA LA,99.7,22105
WEBSTER LA,99.7,22119
DE KALB AL,98.2,01049
LA SALLE LA,94.1,22059
RED RIVER LA,93.7,22081
CLAIBORNE LA,93.5,22027
OUACHITA LA,92.3,22073
FRANKLIN LA,92.0,22041
CARSON CITY NV,91.8,32510
MOREHOUSE LA,91.2,22067
CADDO LA,90.0,22017
CALCASIEU LA,90.0,22019
SAINT MARY LA,89.3,22101
ST JOHN THE BAPTIST LA,87.7,22095
HARRISONBURG CITY VA,87.7,51660
WINN LA,87.6,22127
CATAHOULA LA,87.3,22025
ALLEN LA,86.0,22003
SAINT BERNARD LA,85.1,22087
CONCORDIA LA,84.9,22029
JEFFERSON DAVIS LA,84.5,22053
JEFFERSON LA,82.4,22051
LIVINGSTON LA,82.3,22063
SAINT TAMMANY LA,81.8,22103
EAST CARROLL LA,81.6,22035
TERREBONNE LA,81.5,22109
IBERIA LA,81.2,22045
LAFAYETTE LA,80.0,22055
SAINT CLAIR MI,79.5,26147
BOSSIER LA,79.4,22015
LYNCHBURG CITY VA,79.1,51680
MANASSAS CITY VA,79.1,51683
BUENA VISTA CITY VA,78.8,51530
LA PORTE IN,78.7,18091
LAFOURCHE LA,78.5,22057
WEST BATON ROUGE LA,76.5,22121
KENAI PENINSULA AK,76.3,02122
SAINT FRANCIS AR,76.3,05123
LINCOLN LA,76.3,22061
SAINT JOSEPH MI,76.1,26149
ASCENSION LA,75.4,22005
SAINT JAMES LA,74.9,22093
OURAY CO,74.28,08091
EAST BATON ROUGE LA,72.6,22033
TENSAS LA,72.2,22107
POINTE COUPEE LA,72.0,22077
SAINT HELENA LA,70.7,22091
LA SALLE IL,70.6,17099
ROANOKE CITY VA,70.6,51770
RADFORD CITY VA,70.5,51750
PORTSMOUTH CITY VA,69.8,51740
NATCHITOCHES LA,69.4,22069
UNION LA,69.4,22111
ACADIA LA,68.4,22001
VERNON LA,66.6,22115
SAINT MARTIN LA,65.7,22099
PETERSBURG AK,65.0,02195
SUFFOLK CITY VA,64.2,51800
DE SOTO LA,64.1,22031
BEAUREGARD LA,62.8,22011
POQUOSON CITY VA,62.6,51735
FAIRFAX CITY VA,62.4,51600
MATANUSKA SUSITNA AK,60.8,02170
SAINT JOSEPH IN,60.2,18141
SABINE LA,60.0,22085
SAINT CLAIR IL,59.8,17163
IBERVILLE LA,59.8,22047
SAINT CHARLES MO,59.7,29183
SAINT LAWRENCE NY,59.6,36089
KETCHIKAN GATEWAY AK,58.6,02130
SAINT CHARLES LA,58.4,22089
BIENVILLE LA,55.9,22013
JACKSON LA,55.9,22049
VERMILION LA,55.9,22113
SAINT LOUIS MO,55.3,29189
JUNEAU AK,54.9,02110
SAINT LUCIE FL,54.8,12111
OBRIEN IA,51.6,19141
ANCHORAGE AK,51.2,02020
SAINT JOHNS FL,51.2,12109
ORLEANS LA,50.9,22071
SAINT MARYS MD,50.5,24037
DE KALB IN,50.1,18033
QUEEN ANNE’S MD,49.8,24035
HAMPTON CITY VA,49.7,51650
CHESAPEAKE CITY VA,48.1,51550
SAINT LOUIS MN,47.8,27137
DE SOTO FL,47.0,12027
VIRGINIA BEACH CITY VA,45.3,51810
EAST FELICIANA LA,44.1,22037
NORFOLK CITY VA,43.9,51710
DE WITT TX,42.9,48123
FALLS CHURCH CITY VA,42.6,51610
SAINT LOUIS CITY MO,42.5,29510
BALTIMORE CITY MD,41.9,24510
GRANT LA,41.8,22043
SAINTE GENEVIEVE MO,40.8,29186
NEWPORT NEWS CITY VA,40.7,51700
WEST FELICIANA LA,40.5,22125
CALDWELL LA,38.0,22021
PLAQUEMINES LA,37.4,22075
DONA ANA NM,36.9,35013
FAIRBANKS NORTH STAR AK,36.8,02090
SAN SABA TX,36.33,48411
WEST CARROLL LA,36.3,22123
CHARLOTTESVILLE CITY VA,35.3,51540
SAINT CLAIR MO,34.9,29185
RICHMOND CITY VA,32.1,51760
PRINCE GEORGE’S MD,30.0,24033
PRINCE OF WALES HYDER AK,29.0,02198
SAINT CROIX WI,28.4,55109
ASSUMPTION LA,28.2,22007
DISTRICT OF COLUMBIA DC,25.0,11001
ALEXANDRIA CITY VA,24.1,51510
VALDEZ CORDOVA AK,23.6,02261
KODIAK ISLAND AK,23.2,02150
GREENE IL,12.969000000000001,17061
LEWIS ID,11.514000000000001,16061
MIDDLESEX VA,10.582,51119
LINN KS,9.703000000000001,20107
PERRY AL,8.923,01105
YOAKUM TX,8.713,48501
WORTH IA,7.381,19195
BROWN IL,6.578,17009
SPINK SD,6.376,46115
CALHOUN GA,6.189,13037
CARSON TX,5.926,48065
OHIO IN,5.875,18115
VAN BUREN TN,5.872,47175
MORRIS KS,5.620000000000001,20127
FILLMORE NE,5.462,31059
GOVE KS,5.272,20063
ROOKS KS,4.920000000000001,20163
REPUBLIC KS,4.636,20157
GUADALUPE NM,4.3,35019
MEADE KS,4.033,20119
HASKELL KS,3.968,20081
FISHER TX,3.83,48151
SUTTON TX,3.776,48435
UPTON TX,3.657,48461
DONLEY TX,3.2780000000000005,48129
FALLON MT,2.846,30025
GRAHAM KS,2.482,20065
MCPHERSON SD,2.379,46089
DE BACA NM,1.7480000000000002,35011
SITKA AK,0.1,02220
CONEJOS CO,0.0,08021
DOOLY GA,0.0,13093
HEARD GA,0.0,13149
SCHLEY GA,0.0,13249
TWIGGS GA,0.0,13289
WILCOX GA,0.0,13315
CALHOUN IL,0.0,17013
FORD IL,0.0,17053
BARBER KS,0.0,20007
CLARK KS,0.0,20025
DICKINSON KS,0.0,20041
ELK KS,0.0,20049
OSAGE KS,0.0,20139
OTTAWA KS,0.0,20143
POTTAWATOMIE KS,0.0,20149
RUSSELL KS,0.0,20167
LIVINGSTON KY,0.0,21139
TODD KY,0.0,21219
ANDREW MO,0.0,29003
HICKORY MO,0.0,29085
HOWARD MO,0.0,29089
KNOX MO,0.0,29103
MONROE MO,0.0,29137
WAYNE MO,0.0,29223
WORTH MO,0.0,29227
BERTIE NC,0.0,37015
CASWELL NC,0.0,37033
THURSTON NE,0.0,31173
WEBSTER NE,0.0,31181
BLAINE OK,0.0,40011
ELLIS OK,0.0,40045
JOHNSTON OK,0.0,40069
NOBLE OK,0.0,40103
OKFUSKEE OK,0.0,40107
MCCORMICK SC,0.0,45065
BON HOMME SD,0.0,46009
STANLEY SD,0.0,46117
CROSBY TX,0.0,48107
JACK TX,0.0,48237
LAMB TX,0.0,48279
LYNN TX,0.0,48305
MARION TX,0.0,48315
PARMER TX,0.0,48369
REFUGIO TX,0.0,48391
SOMERVELL TX,0.0,48425
ZAVALA TX,0.0,48507
BUCKINGHAM VA,0.0,51029
CRAIG VA,0.0,51045
LUNENBURG VA,0.0,51111
SKAMANIA WA,0.0,53059
BUFFALO WI,0.0,55011
NIOBRARA WY,0.0,56027
